ColoEnvPO,id,to,phone,fax,todaysdate,ship,shippingco,for,datereqd,comments,desc1,desc2,desc3,desc4,desc5,desc6,desc7,desc8,desc9,desc10,desc11,desc12,desc13,desc14,desc15,desc16,desc17,desc18,desc19,desc20,qty1,qty2,qty3,qty4,qty5,qty6,qty7,qty8,qty9,qty10,qty11,qty12,qty13,qty14,qty15,qty16,qty17,qty18,qty19,qty20,price1,price2,price3,price4,price5,price6,price7,price8,price9,price10,price11,price12,price13,price14,price15,price16,price17,price18,price19,price20,addchg1,addchg2,addchg3,addchg4,addchg5,addchg6,addchg7,addchg8,addchg9,addchg10,addchg11,addchg12,addchg13,addchg14,addchg15,addchg16,addchg17,addchg18,addchg19,addchg20,recvd1,recvd2,recvd3,recvd4,recvd5,recvd6,recvd7,recvd8,recvd9,recvd10,recvd11,recvd12,recvd13,recvd14,recvd15,recvd16,recvd17,recvd18,recvd19,recvd20,date1,date2,date3,date4,date5,date6,date7,date8,date9,date10,date11,date12,date13,date14,date15,date16,date17,date18,date19,date20
26337,9992,QCD Inc.,3037441146,,2014-04-11,,,Image Quest,2014-04-17,,6 1/2 x 9 1/2 Open End,,"ONLY RUN 16,500 PLEASE",,PLEASE APPLY PEAL & SEAL,,,,,,,"Thanks,",Jeff,,,,,,,,16500,,,,,,,,,,,,,,,,,,,,$75.00/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
0,9993,fastenal,,,2014-04-11,,,RA-2/ 3,2014-04-14,,Filter 1/2 Model number F35341-400 - part-0470042,For RA-2,Regulator 3/8 Model# R14924 - part - 9425918,For RA 3,Ordered with Tom,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,94.11,39.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,,,,,,,,,,,,,,,,,,,2014-04-16,2014-04-16,,,,,,,,,,,,,,,,,,
26359,9994,PDG,,,2014-04-14,,,Good Sam,2014-04-15,,Negs  from the PDF provided,,Good Sam,6 x 9 1/2,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-14,,,,,,,,,,,,,,,,,,,
,10003,Unisource,7204340618,,2014-04-15,,,Inventory Boxes,2014-04-16,"Attention Craig  Heflin

Thanks  Don
303-931-2646
don@coloradoenvelope.com",,,,,9 x 12 - 13 x 12 1/8 x 9 1/8 -,Quote Number 2792744,Please mark all Outside tags with 9 x 12,,,,,,Quote # Q-535392,Customer Account number 432109,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,$480.00/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-16,,,,,,,,,,,,,,,
26400,10004,PDG,,,2014-04-16,,,Gran Farnum,2014-04-17,,Negs  from the PDF provided,,Roaring Fork Conservancy,6 1/2 Remit,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-17,,,,,,,,,,,,,,,,,,,
26389,10005,XPEDX,,,2014-04-16,,,Honeyman,2014-04-17,,10 x 13 Booklet #28 white,Item# 2256108,,,,,,,,,,,,,,,,,,,7000,,,,,,,,,,,,,,,,,,,,$67.70/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-17,,,,,,,,,,,,,,,,,,,
26404,10006,PDG,,,2014-04-17,,,Print Mobile,2014-04-18,,Negs  from the PDF provided,,Remax,#10,,Thanks,JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-17,,,,,,,,,,,,,,,,,,,
,10007,XPEDX,,,2014-04-17,,,,2014-04-18,,25 x 38 Mohawl Loop sandstone #70,SKU# 87-0608,,,,,,,,,,,,,,,,,,,3000,,,,,,,,,,,,,,,,,,,,$318.70/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-24,,,,,,,,,,,,,,,,,,,
0,10008,"Spicers Paper, Inc",,,2014-04-17,,,inventory,2014-04-18,,,,23 x 35 #70 williamsburg,,,,,,,,,,,,,,,,,,,,20575,,,,,,,,,,,,,,,,,,,,$79.86/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-18,,,,,,,,,,,,,,,,,
26324,10009,PDG,,,2014-04-17,,,PrintNet,2014-04-18,,Negs  from the PDF provided,,Inspiration Ministries,6 x 9,,Thanks,JR,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,$52.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
26392,10010,PDG,,,2014-04-18,,,Frederic Printing,2014-04-21,,Negs  from the PDF provided,,Denver Rescue,#10,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
,10011,Unisource,7204340618,,2014-04-21,,,Inventory Boxes,2014-04-22,"Attention Craig  Heflin

Thanks  Don
303-931-2646
don@coloradoenvelope.com",R-577 Quote # 2398153 21 3/4 x 12 1/2 x 9 7/8,Please mark ALL outside tags with 577,PLEASE375 per skid,,,,,,,,,,Quote # Q-535392,Customer Account number 432109,,,,,,,2000,,,,,,,,,,,,,,,,,,,,$660.00/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
0,10012,"Spicers Paper, Inc",,,2014-04-21,,,inventory,2014-04-22,,,,25 x 38 #60 Recycled williamsburg,,23 X 35 Encore #60 White,,,,,,,,,,,,,,,,,,170000,,17000,,,,,,,,,,,,,,,,,,$61.80/M,,$68.45/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2014-04-22,,2014-04-22,,,,,,,,,,,,,,,
26415,10013,PDG,,,2014-04-21,,,Vision,2014-04-22,,Negs  from the PDF provided,,Steadman,#9 Remit,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
26389,10014,XPEDX,,,2014-04-21,,,,2014-04-24,,9 x 12 Booklet #28 white,,9 x 12 Booklet #24 White,,,,,,,,,,,,,,,,,,27000,,27000,,,,,,,,,,,,,,,,,,$43.35/M,,$40.66/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2014-04-24,,2014-04-24,,,,,,,,,,,,,,,,,
26429,10015,PDG,,,2014-04-21,,,Frederic,2014-04-22,,Negs  from the PDF provided,,Prologis,9 x 12 Booklet,,Thanks,JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$15.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
26416,10016,WestPrint,3034337360,,2014-04-22,,,Good Sam,2014-04-29,,Please Flat sheet print on your #70 Corniche Velvet text,White,,#10 Booklet (1 3/8) seal flap  - Die line supplied,,Your Quote# 22170,,"Ink - 10391 Matalic, Black",,"Thanks,",JR,,,,,,,,,,3800,,,,,,,,,,,,,,,,,,,,$320.75/Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-29,,,,,,,,,,,,,,,,,,,
26434,10017,Pepperdines,,,2014-04-22,,,Frederic,2014-04-24,,Poly Plates .107 thick,CU Foundation Reply Envelope,A-7,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-23,,,,,,,,,,,,,,,,,,,
0,10018,"Denver Adhesive Company, Inc",,,2014-04-22,,,Front Seal Gum,2014-04-22,"Hi Bill,

pulled this morning 

Thanks,
Jeff",Tote of front seal gum,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
26436,10019,PDG,,,2014-04-22,,,Vision,2014-04-23,,Negs  from the PDF provided,,National Grid,#10,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-22,,,,,,,,,,,,,,,,,,,
0,10020,XPEDX,3033752413,3033752303,2014-04-22,,,RA - FLEXO INK,2014-04-24,,44 gallon pail FLEXO INK -3415 -,44 galon pails FLEXO INK - REFLEX BLUE,,,,,,,,,,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,$5.74 lb,$3.64/lb,,,,,,,,,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,,,,,,,,,,,,,,,,,,,2014-04-24,2014-04-24,,,,,,,,,,,,,,,,,,
,10021,XPEDX,,,2014-05-05,,,JETS,2014-05-07,"Thanks Don
303-460-1387
don@coloradoenvelope.com",YELLOW  - NO DRYERS - the brighter yellow please,WARM RED   - NO DRYERS - 5441023,Transparent White- NO DRYERS - 2318340,,,NO DRYES ADDED IN THE INK PLEASE,,,,,,,,,,,,,,,10 lbs,10 lbs,10 lbs,,,,,,,,,,,,,,,,,,?,44.82,25.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,Complete,,,,,,,,,,,,,,,,,,2014-05-07,2014-05-07,2014-05-07,,,,,,,,,,,,,,,,,
26439,10022,PDG,,,2014-04-23,,,IPS,2014-04-24,,Negs  from the PDF provided,,State Of Hawaii,#10,,Thanks,JR,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,$39.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-24,,,,,,,,,,,,,,,,,,,
26446,10023,PDG,,,2014-04-23,,,Biz Card,2014-04-24,,Negs  from the PDF provided,,Ivy & CO,#10,,Thanks,JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-24,,,,,,,,,,,,,,,,,,,
26442,10024,Love envelope,8666525683,4057209179,2014-04-23,,,,2014-04-30,"Ship too:

Colorado Envelope Inc.
2275 West Midway Blvd
Unit - A
Broomfield, CO 80504
ph-303-460-1387
fx - 303-439-0588
don@coloradoenvelope.com",3 1/2 x 6 1/2 Ope end catalog,#7 coin,#24 ww,Regular gum,Plain stock - no print,,"need exact qty of 65,000 no less and we will not pay for",overs,,,Qutoe number 41262-2,,,Price includes freight to Colorad Envelope,,,,,,,65m,,,,,,,,,,,,,,,,,,,,19.45/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-25,,,,,,,,,,,,,,,,,,,
26443,10025,Love envelope,8666525683,4057209179,2014-04-23,,,,2014-04-30,"Ship too:

Colorado Envelope Inc.
2275 West Midway Blvd
Unit - A
Broomfield, CO 80504
ph-303-460-1387
fx - 303-439-0588
don@coloradoenvelope.com",9 x 12 Open end catalog,,#28 ww,PEEL & SEAL Closure,Plain stock - no print,,"need exact qty of 28,000 no less and we will not pay for",overs,,,Qutoe number 41261-2,,Price includes freight to Colorado Envelope,,,,,,,,28m,,,,,,,,,,,,,,,,,,,,67.63/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-28,,,,,,,,,,,,,,,,,,,
26454,10026,PDG,,,2014-04-23,,,TMR,2014-04-24,,Negs  from the PDF provided,,Wayne W. Williams Election,#10,,Thanks,JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-24,,,,,,,,,,,,,,,,,,,
26443,10027,ULINE,8009585463,,2014-04-23,,,Staples,2014-04-25,,14 x 17 Uline Tear-Proof Polyolefin Mailers,item # S-7776,Uline.com,3cases (100 per case),,,,,,,,,,,,,,,,,300,,,,,,,,,,,,,,,,,,,,$38.00/case,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-04-25,,,,,,,,,,,,,,,,,,,
,10063,Unisource,7204340618,,2014-05-09,,,Inventory Boxes,2014-05-12,"Attention Craig  Heflin

Thanks  Don
303-931-2646
don@coloradoenvelope.com",,,,,9 x 12 - 13 x 12 1/8 x 9 1/8 -,Quote Number 2792744,Please mark all Outside tags with 9 x 12,,,,,,Quote # Q-535392,Customer Account number 432109,,,,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,$480.00/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-13,,,,,,,,,,,,,,,
26591,10064,PDG,,,2014-05-09,,,KPB,2014-05-12,,Negs  from the PDF provided,,Compassion LDP,#9,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-13,,,,,,,,,,,,,,,,,,,
26591,10065,"Spicers Paper, Inc",,,2014-05-09,,,KPB,2014-05-12,,Accent Opaque Warm White #60 Text,25 x 38,,,,,,,,,,,,,,,,,,,1100,,,,,,,,,,,,,,,,,,,,$107.25/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-22,,,,,,,,,,,,,,,,,,,
26602,10066,PDG,,,2014-05-12,,,Pioneer Press,2014-05-13,,Negs  from the PDF provided,,Colorado Bach Ensemble,6 3/4 Remit,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-13,,,,,,,,,,,,,,,,,,,
26589,10067,PDG,,,2014-05-13,,,Good Sam,2014-05-14,,Negs  from the PDF provided,,Bass Pro shop,#10 Booklet,,Thanks,JR,,I ONLY NEED THE CODE THAT IS ON THE BACK,FLAP,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-13,,,,,,,,,,,,,,,,,,,
26589,10068,Rush Envelope,,,2014-05-13,,,Good Sam,2014-05-22,,Print  on Supplied #10 booklet window envelopes that,Colorado envelope will supply 4/0 PDF art sent with PO.,,,,,,,,,,,,,,,,,,,35000,,,,,,,,,,,,,,,,,,,,$699.00/Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-23,,,,,,,,,,,,,,,,,,,
26605,10069,PDG,,,2014-05-13,,,Bob Hullinghorst,2014-05-14,,Negs  from the PDF provided,,Jeffco Elections,#10,,Thanks,JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-13,,,,,,,,,,,,,,,,,,,
26653,10089,XPEDX,8003676248,,2014-05-20,,,Pepperdine/mail solutions,2014-05-21,,#6 3/4 REMIT #24 2256099,,,,,,,,,,,,,,,,,,,,64500,,,,,,,,,,,,,,,,,,,,30.86/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-21,,,,,,,,,,,,,,,,,,,
26595,10090,PDG,,,2014-05-21,,,Good Sam,2014-05-22,,Negs  from the PDF provided,,Good Sam,#10,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-22,,,,,,,,,,,,,,,,,,,
26662,10091,PDG,3032873770,,2014-05-21,,,Frederic,2014-05-22,,Please make the following negs from e-mailed PDF's,,#10 window,Denver Rescue,,Please knock out where the window goes,Please make the knock out 1 3/8 x 4 3/4,Position it 3/4 Left x 3/8 Bottom,,,,,,Thanks,JR,,,,,,,,2,,,,,,,,,,,,,,,,,,,,26,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,Complete,,,,,,,,,,,,,,,,,2014-05-22,,,,,,,,,,,,,,,,,
26646,10092,PDG,,,2014-05-21,,,Frederic,2014-05-22,,Negs  from the PDF provided,,Denver Seminary,#9,,Thanks,JR,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-22,,,,,,,,,,,,,,,,,,,
,10093,Tharco,8005251831,8003621124,2014-05-22,,,Boxes,2014-05-23,"

Thanks  Don",,,R-24 boxes,13 1/2 x 12 1/2 x 10 1/4,,,,,,,,,,thanks,Don,,,,,,,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Partial,Complete,,,,,,,,,,,,,,,,,,,2014-05-23,2014-05-28,,,,,,,,,,,,,,,,
0,10094,Best Cutting Die,,,2014-05-22,,,MO Flex Dies,2014-05-23,,7/8 x 3,,1 1/8 x 4 1/4,,1 1/4 x 2 3/4,,1 1/4 x 3 1/4,,1 1/4 x 3 3/4,,1 1/4 x 4,,,,,,,,,,2,,2,,2,,2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,Complete,,Complete,,Complete,,Complete,,,,,,,,,,2014-05-23,,2014-05-23,,2014-05-23,,2014-05-23,,2014-05-23,,2014-05-23,,,,,,,,,
0,10095,"Spicers Paper, Inc",,,2014-05-22,,,inventory,2014-05-23,,,,25 x 38 #60 Recycled williamsburg,,28 x 40 #70 Williamsburg,,,,,,,,,,,,,,,,,,85000,,7000,,,,,,,,,,,,,,,,,,$61.80/M,,$110.73/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2014-05-23,,2014-05-23,,,,,,,,,,,,,,,
26104,10096,PDG,,,2014-05-22,,,Outreach,2014-05-23,,Negs  from the PDF provided,,"MOPS - SCREEN TINT5%, 10%, 15%, 20% 25%",9 1/2 x 12 1/2 envelope,print area is 9 5/8 x 12 5/8 - yes it bleeds,Thanks,DTG,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-27,,,,,,,,,,,,,,,,,,,
,10097,XPEDX,8003676248,,2014-05-23,,,Jets,2014-05-30,,liters,SLM-0A2-0.5%,Chemicals for Jets - Paper plates,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,222.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-30,,,,,,,,,,,,,,,,,,,
,10098,XPEDX,8003676248,,2014-05-23,,,Jets -  RA,2014-05-30,,gallon,Mixing Defoamer,For jets and RA's,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26679,10099,PDG,,,2014-05-22,,,Aspen,2014-05-23,,Negs  from the PDF provided,,IPS Indicia,#10,,Thanks,DTG,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-23,,,,,,,,,,,,,,,,,,,
,10100,Pepperdines,,,2014-05-27,,,PERA,2014-05-28,,Poly Plates .107 thick,GO Paperless New tag line for Pera,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-28,,,,,,,,,,,,,,,,,,,
0,10101,AABBITT,8002222488,,2014-05-27,,, Latex,2014-05-30,,Latex - 5 gallon Pails  224-49,,,,Placed order with Hazel,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-06-02,,,,,,,,,,,,,,,,,,,
0,10102,Pepperdines,,,2014-05-28,,,Honeyman,2014-05-29,,Poly Plates .107 thick,AA63.2/Fundamental Health,,Price per Peter 5/28/14,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-29,,,,,,,,,,,,,,,,,,,
0,10103,"Spicers Paper, Inc",,,2014-05-28,,,inventory,2014-05-29,,,,25 x 38 #60 Recycled williamsburg,,23 x 29 #70 Williamsburg,,,,,,,,,,,,,,,,,,42500,,13500,,,,,,,,,,,,,,,,,,$61.80/M,,$65.77/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2014-05-29,,2014-05-29,,,,,,,,,,,,,,,
26703,10104,PDG,,,2014-05-28,,,Pioneer Press,2014-05-29,,Negs  from the PDF provided,,Enviropest,#10,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-29,,,,,,,,,,,,,,,,,,,
,10106,Frank C. Meyer Co.,6017762117,,2014-05-29,,,Colo Env,2014-06-06,"Color Env Accout number # 17749

inorder to save on freight we needed to split the order into 2 shippment for a cost of $443.86 
4 skids per shippment - total of $887.72

From Brian at Unishipper",#9 tops,#9 bottoms,# 10 tops,#10 bottoms,,,Order Placed With Jana,Metro Park Warehouse,251 s 55th st,Kansas city Kansas  66106,913-621-3116,,,"10,800 lbs 8 skids",,Price is $443.86,BOL - DNVSR5201500 & DNVSR5201532,303-665-1000,UNISHIPPER,Alicia Harriott,16000,16000,16000,16000,,,,,,,,,,,,,,,,,77.97/m,77.97/m,81.29/m,81.29/m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,Complete,Complete,Complete,,,,,,,,,,,,,,,,,2014-06-10,2014-06-10,2014-06-11,2014-06-11,,,,,,,,,,,,,,,,
0,10107,XPEDX,,,2014-05-29,,,Jets,2014-05-30,, RS DOT Works Jade Excel 2 in 1 Developer - 5 gal,#JEDEV2N15G,BLACK- NO DRYERS   #2320918,Process Blue - NO DRYERS  #2350924,PMS 3125 - NO DRYERS  #2322089,,NO DRYERS,,,,,,,,,,,,,,2,,25 lbs,5 lbs,5 lbs,,,,,,,,,,,,,,,,$105.62/each,,$5.90/lb,$8.73/lb,$12.22/lb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,Complete,Complete,,,,,,,,,,,,,,,,2014-05-30,,2014-05-30,2014-05-30,2014-05-30,,,,,,,,,,,,,,,
0,10108,"Spicers Paper, Inc",,,2014-05-29,,,Honeyman,2014-05-30,,25 x 38 #60 Canary Yellow,,23 x 35 #60 Canary Yellow,,,,,,,,,,,,,,,,,,1823,,1950,,,,,,,,,,,,,,,,,,$112.01/M,,$95.21/M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2014-05-30,,2014-05-30,,,,,,,,,,,,,,,,,
26706,10109,PDG,,,,,,Good Sam,2014-06-01,,Negs  from the PDF provided,,Good Sam,#10,,Thanks,JR,,I ONLY NEED THE CODE THAT IS ON THE BACK,FLAP,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,$13.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-05-30,,,,,,,,,,,,,,,,,,,
26706,10110,Rush Envelope,,,2014-05-30,,,Good Sam,2014-06-13,,Print  on Supplied #10  window envelopes that,Colorado envelope will supply 4/0 PDF art sent with PO.,,,,,,,,,,,,,,,,,,,20000,,,,,,,,,,,,,,,,,,,,$548.00/Lot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-06-10,,,,,,,,,,,,,,,,,,,
26718,10111,PDG,,,,,,KPB,2014-06-01,,Negs  from the PDF provided,,CBS Contribution,#10,,Thanks,JR,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,$26.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-06-02,,,,,,,,,,,,,,,,,,,
,10112,"Denver Adhesive Company, Inc",,,2014-06-02,,,Front Seal Gum,2014-06-02,"Hi Bill pulled this morning hope your doing well.

Thanks,
Jeff",Tote of Front Seal Gum,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,Advise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,,,,,,,,,,,,,,,,,,,2014-06-02,,,,,,,,,,,,,,,,,,,
26637,10113,Best Cutting Die,,,2014-06-02,,,One Touch Point,2014-06-05,,3 1/16 x 8 RA 3 Flex Dies with Spliter,,Gummer,,,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,$150.00,,$165.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Complete,,Complete,,,,,,,,,,,,,,,,,,2014-06-05,,2014-06-05,,,,,,,,,,,,,,,,,
